Ax,Ay,Az,Gx,Gy,Gz,Label
1.077,0.946,-0.973,179.331,208.723,286.685,Shake
0.289,1.880,-1.902,151.489,286.685,286.685,Shake
-0.632,1.997,-1.997,-124.530,286.685,286.685,Shake
-1.999,1.997,-1.997,-134.995,286.685,286.685,Shake
-1.999,-0.519,-1.997,12.504,286.685,232.732,Shake
1.523,1.858,-1.997,286.685,-286.685,-286.685,Shake
1.520,0.561,-1.831,286.685,-195.519,-237.913,Shake
-1.306,-0.421,-0.829,286.685,-111.020,-143.167,Shake
-1.030,-0.077,-1.156,286.685,-286.685,-237.764,Shake
1.836,1.088,-0.676,286.685,-286.685,-286.685,Shake
1.998,0.554,0.845,286.685,-286.685,-274.785,Shake
1.998,0.458,1.582,126.184,-286.685,95.436,Shake
1.997,0.267,-0.664,-51.774,-286.685,286.685,Shake
1.344,0.017,-0.885,82.478,-185.167,286.685,Shake
0.825,0.857,0.040,240.398,75.889,286.685,Shake
-1.747,1.620,-0.721,216.773,286.685,286.685,Shake
-1.999,1.881,-1.997,-30.170,286.685,286.685,Shake
-1.999,1.646,-1.997,90.851,286.685,286.685,Shake
-1.999,0.298,-1.966,286.685,286.685,174.204,Shake
-1.271,1.352,-1.610,286.685,-4.253,-286.685,Shake
1.112,1.296,-1.971,286.685,-155.348,-286.685,Shake
0.140,0.651,0.106,286.685,279.746,-255.920,Shake
0.367,-0.063,1.986,286.685,162.890,-117.915,Shake
1.291,-0.567,1.999,254.432,-167.527,56.954,Shake
0.335,-0.335,1.999,-154.639,-110.285,179.795,Shake
-0.987,0.578,1.999,-286.685,-97.632,158.935,Shake
-1.322,1.493,0.913,-286.685,-169.943,81.217,Shake
-1.160,1.997,-0.223,-286.685,-179.384,28.438,Shake
-1.215,1.997,-1.997,-286.685,-286.685,111.484,Shake
-1.983,1.419,-1.997,-278.976,-232.829,60.463,Shake
-0.892,1.516,-1.997,-23.844,-196.945,-211.697,Shake
-0.678,1.254,-1.997,152.057,-282.634,-198.179,Shake
-1.811,0.942,-1.997,286.685,-120.514,-246.592,Shake
-1.854,1.245,-1.254,286.685,-128.450,-286.685,Shake
-0.966,1.533,-0.496,286.685,-72.975,-286.685,Shake
-0.281,1.692,-0.183,286.685,-52.833,-286.685,Shake
0.596,1.997,0.764,286.685,106.698,-286.685,Shake
1.722,1.151,1.999,286.685,286.685,-286.685,Shake
1.998,0.425,1.999,-114.573,130.646,-140.053,Shake
1.998,1.266,1.999,-286.685,224.560,117.495,Shake
0.615,1.417,1.911,-286.685,161.210,244.151,Shake
-0.243,1.994,1.185,-286.685,-162.269,286.676,Shake
-0.737,1.997,0.357,-286.685,-196.542,286.685,Shake
-0.327,1.997,-1.997,-286.685,37.065,286.685,Shake
-1.449,1.997,-1.997,-286.685,257.451,286.685,Shake
-1.901,1.761,-1.997,-217.105,67.086,55.064,Shake
-0.067,1.702,-1.997,183.837,-146.676,-99.374,Shake
-1.254,1.217,-1.997,286.685,78.277,-20.790,Shake
-1.717,1.215,-1.997,286.685,51.896,-76.099,Shake
-1.419,1.684,-1.667,286.685,-69.781,-221.515,Shake
-0.399,1.997,-0.431,286.685,-95.086,-286.615,Shake
0.299,1.825,0.532,286.685,-192.465,-266.376,Shake
0.937,1.804,1.967,286.685,-235.366,-264.416,Shake
1.998,1.004,1.999,286.685,-113.724,-178.850,Shake
1.998,0.649,1.999,-182.053,-18.069,73.456,Shake
0.895,1.457,1.999,-286.685,145.670,253.837,Shake
-0.037,1.571,1.361,-286.685,24.167,286.685,Shake
-0.710,1.997,0.695,-286.685,-132.081,286.685,Shake
-1.192,1.997,-0.466,-286.685,5.250,286.685,Shake
-0.816,1.997,-1.997,-286.685,262.509,286.685,Shake
-1.999,1.352,-1.997,-249.165,40.696,102.287,Shake
-0.814,1.368,-1.997,-63.061,-143.535,-109.979,Shake
0.003,1.170,-1.997,180.372,-45.185,-67.165,Shake
-1.193,0.886,-1.997,286.685,61.241,-54.740,Shake
-1.541,1.036,-1.674,286.685,-71.916,-200.384,Shake
-1.202,1.261,-1.058,286.685,-197.085,-286.685,Shake
-0.064,1.803,-0.188,286.685,-286.685,-286.685,Shake
1.997,1.799,1.213,286.685,-286.685,-286.685,Shake
1.998,0.644,1.999,282.660,-275.126,-180.084,Shake
1.998,0.777,1.999,-200.270,83.668,173.066,Shake
1.983,0.940,1.999,-286.685,273.481,282.091,Shake
0.779,1.225,1.072,-286.685,264.547,286.685,Shake
-0.021,1.997,-0.228,-286.685,251.659,286.685,Shake
0.192,1.997,-1.997,-286.685,286.685,286.685,Shake
-0.411,1.936,-1.997,-286.685,286.685,286.685,Shake
-1.359,1.019,-1.997,-227.736,255.911,65.074,Shake
1.268,1.543,-1.997,250.276,-166.556,-207.917,Shake
0.745,1.225,-1.997,286.685,107.905,-30.721,Shake
-0.584,0.861,-1.997,286.685,-3.973,8.006,Shake
-1.291,1.129,-1.997,286.685,-263.060,-100.109,Shake
0.236,1.997,-0.827,286.685,-286.685,-286.370,Shake
1.998,1.997,1.052,286.685,-286.685,-286.353,Shake
1.998,1.114,1.999,286.685,-286.685,-78.435,Shake
1.998,0.754,1.999,221.489,-277.935,59.614,Shake
1.998,1.189,1.999,-283.570,247.083,197.164,Shake
1.194,1.429,1.727,-286.685,286.685,285.880,Shake
0.986,1.947,0.374,-286.685,286.685,286.685,Shake
0.020,1.997,-1.474,-286.685,286.685,286.685,Shake
-0.254,1.991,-1.997,-286.685,286.685,286.685,Shake
-1.397,1.217,-1.997,-283.133,243.565,195.842,Shake
-0.109,1.186,-1.997,-12.547,-63.201,-38.439,Shake
0.233,1.165,-1.997,187.670,-44.397,-36.662,Shake
-1.037,1.000,-1.997,286.685,74.410,-13.151,Shake
-1.699,1.132,-1.895,286.685,-84.324,-144.331,Shake
-0.635,1.810,-1.007,286.685,-286.685,-286.265,Shake
1.087,1.997,-0.390,286.685,-286.685,-286.685,Shake
1.998,1.488,1.999,286.685,-286.685,-285.959,Shake
1.998,0.421,1.999,175.035,-286.685,90.431,Shake
1.998,0.922,1.999,-284.690,-112.901,286.685,Shake
1.788,1.267,1.451,-286.685,-17.237,286.685,Shake
0.365,1.997,0.761,-286.685,-111.221,286.685,Shake
-0.609,1.997,-1.493,-286.685,58.389,286.685,Shake
-1.730,1.997,-1.997,-283.027,286.685,286.685,Shake
-1.999,1.997,-1.997,-46.077,286.685,286.685,Shake
-1.999,1.752,-1.997,83.335,283.168,286.676,Shake
-1.999,1.564,-1.997,280.586,178.736,14.009,Shake
-1.754,1.610,-1.997,286.685,129.027,-214.699,Shake
-1.577,1.915,-1.131,286.685,159.197,-286.685,Shake
-1.430,1.838,-0.654,286.685,59.509,-286.685,Shake
-0.177,1.997,-0.696,286.685,-274.277,-286.685,Shake
1.998,1.997,1.405,286.685,-264.609,-286.685,Shake
1.998,-0.009,1.999,273.166,169.199,-156.450,Shake
1.968,0.064,1.999,-103.162,-112.026,113.732,Shake
0.536,0.686,1.999,-286.685,113.470,206.378,Shake
-0.173,0.854,1.663,-286.685,-28.472,200.121,Shake
-0.635,1.864,0.962,-286.685,-166.189,283.237,Shake
-1.584,1.997,0.196,-286.685,-63.035,286.685,Shake
-0.807,1.997,-1.997,-286.685,257.337,258.449,Shake
-1.663,1.366,-1.997,-257.513,130.235,90.702,Shake
0.761,1.377,-1.997,-11.515,-188.947,-138.941,Shake
0.249,1.094,-1.997,184.039,47.425,16.914,Shake
-0.755,0.852,-1.997,282.634,61.268,26.014,Shake
-1.149,0.946,-1.995,286.685,-109.200,-102.716,Shake
-0.843,1.285,-1.091,286.685,-230.510,-230.011,Shake
0.167,1.917,-0.072,286.685,-286.510,-286.685,Shake
1.605,1.698,1.999,286.685,-199.229,-268.345,Shake
1.978,0.030,1.999,282.275,3.614,-80.684,Shake
0.159,-0.388,1.999,-152.626,141.164,47.819,Shake
0.110,0.196,1.999,-286.685,152.285,35.928,Shake
0.243,0.664,1.959,-286.685,66.999,77.989,Shake
0.234,1.769,1.038,-286.685,-62.947,155.488,Shake
-0.861,1.997,-0.368,-286.685,-241.027,274.418,Shake
-0.839,1.865,-1.997,-286.685,-139.921,286.685,Shake
-1.368,1.534,-1.997,-251.746,197.479,240.879,Shake
-1.125,1.500,-1.997,-103.670,57.881,76.396,Shake
-0.479,1.533,-1.997,202.055,-3.684,-34.002,Shake
-1.409,1.534,-1.997,286.685,205.021,-37.476,Shake
-1.973,1.454,-1.627,286.685,116.865,-157.955,Shake
-1.646,1.801,-1.258,286.685,12.145,-286.431,Shake
0.034,1.997,-0.099,286.685,-129.789,-286.685,Shake
1.491,1.997,1.946,286.685,-46.944,-257.294,Shake
1.998,0.680,1.999,286.598,8.356,-97.694,Shake
1.998,0.780,1.999,23.896,-47.355,96.688,Shake
1.245,1.522,1.999,-286.685,108.762,177.292,Shake
0.039,1.850,1.999,-286.685,-9.231,275.888,Shake
-1.657,1.997,1.039,-286.685,-279.247,286.685,Shake
-1.999,1.997,0.316,-286.685,-142.240,286.685,Shake
-1.636,1.997,-1.997,-286.685,122.168,286.685,Shake
-1.999,1.997,-1.997,-277.436,21.017,159.810,Shake
-0.315,1.997,-1.997,-55.974,-198.861,-113.698,Shake
-0.720,1.776,-1.997,211.820,32.034,-3.150,Shake
-1.601,1.647,-1.997,286.685,116.952,-73.832,Shake
-1.999,1.907,-1.968,286.685,107.100,-175.306,Shake
-1.855,1.997,-0.899,286.685,104.186,-282.835,Shake
-0.277,1.997,0.396,286.685,32.252,-286.685,Shake
1.234,1.548,1.999,286.685,282.196,-142.966,Shake
1.004,-0.813,1.999,191.520,286.685,33.626,Shake
1.960,0.326,1.999,-286.685,286.685,164.404,Shake
1.856,1.124,1.493,-286.685,286.685,286.685,Shake
1.233,1.997,0.926,-286.685,255.404,286.685,Shake
-1.853,1.997,-0.822,-286.685,-16.747,286.685,Shake
-1.999,1.997,-1.327,-286.685,-256.515,286.685,Shake
-1.999,1.997,-1.540,-286.685,-150.474,147.473,Shake
-1.999,1.997,-0.598,-286.685,-234.001,-1.347,Shake
-1.999,1.997,-1.187,-286.685,-186.611,-285.416,Shake
-1.999,1.997,-1.210,-286.685,-191.214,-286.685,Shake
-1.999,1.997,-1.052,-286.685,-66.999,-286.685,Shake
-0.992,1.997,-0.846,-206.159,282.047,-286.685,Shake
-0.504,1.997,-1.462,237.519,286.685,-286.685,Shake
0.346,1.997,0.815,286.685,286.685,-286.685,Shake
-0.155,1.527,1.525,285.950,286.685,-96.276,Shake
-1.999,-1.641,1.999,123.375,286.685,-166.740,Shake
0.387,-0.390,1.999,-132.746,247.467,-286.685,Shake
1.993,-0.445,1.585,-286.685,286.685,-118.466,Shake
0.561,-0.478,1.139,-286.685,154.577,186.742,Shake
-0.066,0.145,1.158,-286.685,-147.376,286.003,Shake
-1.986,1.160,0.584,-286.685,-286.685,274.575,Shake
-1.999,1.129,-1.337,-286.685,-248.990,-116.751,Shake
-1.999,1.997,-1.997,-283.535,-268.529,-286.685,Shake
0.499,1.837,-1.997,199.062,-286.685,-286.685,Shake
-0.940,0.972,-1.997,286.606,171.211,-286.685,Shake
-1.514,0.867,-1.994,286.685,146.913,-286.685,Shake
-0.391,1.077,-1.377,286.685,234.509,-286.685,Shake
0.811,1.396,-0.040,286.685,286.685,-279.615,Shake
1.557,1.333,1.999,286.685,286.685,-59.211,Shake
-0.354,-1.695,1.999,-85.418,286.685,147.210,Shake
-0.450,-0.186,1.999,-286.633,14.368,27.204,Shake
-0.717,0.706,1.999,-286.685,21.087,66.798,Shake
-1.945,1.106,0.751,-286.685,-38.342,-18.524,Shake
-1.517,1.704,0.089,-286.685,-24.833,-195.694,Shake
0.793,1.997,-1.713,-286.685,206.264,-221.568,Shake
1.981,1.632,-1.997,-284.104,286.685,-52.911,Shake
1.857,1.715,-1.997,225.951,-156.327,-185.544,Shake
1.998,1.542,-1.996,286.685,-90.781,7.210,Shake
1.462,1.133,-1.724,286.685,-115.430,225.094,Shake
-0.069,0.830,-1.602,286.685,-277.935,181.344,Shake
0.036,1.589,-0.033,286.685,-286.685,38.421,Shake
0.557,-0.587,1.999,286.685,-240.319,2.537,Shake
-0.152,-1.135,1.999,-260.024,84.262,68.040,Shake
-0.835,0.278,1.864,-286.685,279.939,-27.186,Shake
0.056,0.728,0.529,-286.685,144.419,-118.825,Shake
0.955,1.873,-0.402,-286.685,238.367,-75.285,Shake
1.767,1.997,-1.702,-286.685,286.685,-62.956,Shake
1.998,1.619,-1.997,-286.606,286.685,-67.961,Shake
1.998,1.510,-1.997,223.702,-219.529,-49.857,Shake
1.998,1.022,-0.949,283.001,-115.062,248.395,Shake
1.695,0.547,-1.141,241.246,-123.349,286.685,Shake
-0.137,0.649,-1.156,286.685,-286.685,286.685,Shake
-1.424,1.473,0.364,286.685,-286.685,259.017,Shake
1.645,-0.311,1.999,286.685,-286.685,-169.706,Shake
1.998,-0.129,1.999,109.760,-286.685,120.505,Shake
1.998,0.253,1.991,-155.120,-286.685,284.707,Shake
1.778,0.585,0.485,-286.650,141.584,286.685,Shake
0.052,1.610,0.704,-286.685,173.871,286.685,Shake
-1.579,1.997,-0.056,-286.685,281.461,286.685,Shake
-1.999,1.339,-1.997,-286.685,285.057,286.685,Shake
-1.999,0.924,-1.997,202.519,0.044,38.080,Shake
-1.663,1.724,-1.997,286.685,281.383,-212.266,Shake
-0.732,1.997,-1.158,286.685,286.685,-16.345,Shake
-1.973,1.997,0.424,286.685,286.685,283.596,Shake
-1.999,-0.186,1.999,286.685,286.492,284.655,Shake
-1.999,-0.899,1.999,-84.665,-285.609,-44.074,Shake
-1.275,-0.257,1.873,-285.696,-286.685,-39.200,Shake
-1.341,0.750,1.271,-286.685,-286.685,3.369,Shake
-1.999,1.278,0.069,-286.685,-286.685,8.251,Shake
-1.999,1.279,-1.989,-286.685,-286.685,-34.597,Shake
-1.999,0.705,-1.997,-263.226,-256.672,-95.716,Shake
-0.982,0.640,-1.997,185.929,196.018,-1.864,Shake
-0.640,1.103,-1.997,286.685,286.685,157.307,Shake
-1.387,1.997,-1.997,286.685,286.685,286.685,Shake
-1.999,1.997,-0.295,286.685,286.685,286.685,Shake
-1.999,0.534,1.999,279.370,198.914,277.891,Shake
-1.999,-0.074,1.999,-18.909,-285.854,-55.597,Shake
-1.999,0.893,1.514,-286.685,-286.685,-263.139,Shake
-1.999,0.875,0.494,-286.685,-286.685,-283.229,Shake
-1.970,1.482,-0.876,-286.685,-286.685,-269.351,Shake
-1.705,0.963,-1.997,-286.685,-286.685,-113.059,Shake
-0.952,0.207,-1.997,-9.590,-63.044,39.209,Shake
-1.127,0.819,-1.997,260.085,286.169,140.070,Shake
-1.535,1.513,-1.997,286.685,286.685,286.685,Shake
-1.999,1.997,-1.281,286.685,286.685,286.685,Shake
-1.999,1.997,0.112,286.685,286.685,286.685,Shake
-1.999,0.439,1.999,207.419,205.695,207.865,Shake
-1.999,1.300,1.874,-277.182,-286.685,-285.880,Shake
-1.999,1.346,-0.004,-286.685,-286.685,-286.685,Shake
-1.979,1.409,-0.606,-286.685,-286.685,-286.685,Shake
-1.266,1.542,-0.863,-286.685,-286.685,-286.685,Shake
-0.111,1.843,-1.829,-286.685,-105.823,-203.569,Shake
-0.863,-0.110,-1.997,-55.921,-133.193,-16.266,Shake
-0.014,0.488,-1.997,285.758,286.650,90.825,Shake
0.084,1.006,-1.992,286.685,286.685,286.536,Shake
-0.644,1.918,-1.793,286.685,286.685,286.685,Shake
-1.999,1.993,-1.360,286.685,286.685,286.685,Shake
-1.999,0.139,1.724,153.598,284.436,268.791,Shake
-1.999,0.781,0.569,-169.383,-286.685,-286.676,Shake
-1.999,1.081,-0.662,-286.685,-286.685,-286.685,Shake
-1.860,0.517,-0.502,-286.685,-286.685,-286.685,Shake
-0.786,0.584,-1.267,-286.685,-286.685,-286.685,Shake
0.052,-0.050,-1.997,-279.291,-286.685,-149.021,Shake
0.427,0.161,-1.997,107.914,192.894,148.199,Shake
-0.178,0.888,-1.997,260.365,286.685,286.685,Shake
-1.505,1.082,-1.997,286.685,286.685,286.685,Shake
-1.999,1.147,-1.790,286.685,286.685,286.685,Shake
-1.999,0.518,0.431,278.714,286.685,286.580,Shake
-1.999,-0.222,1.174,143.167,38.631,67.935,Shake
-1.999,0.288,0.410,-73.290,-286.685,-286.685,Shake
-1.997,0.282,-0.055,-203.866,-286.685,-286.685,Shake
-0.773,0.535,-0.209,-286.685,-286.685,-286.685,Shake
0.131,0.433,-1.204,-286.685,-286.685,-219.634,Shake
0.397,-0.184,-1.997,-274.312,-254.432,-17.255,Shake
-0.124,0.212,-1.997,169.943,274.995,265.388,Shake
-1.024,0.959,-1.997,286.685,286.685,286.685,Shake
-1.873,0.995,-1.952,286.685,286.685,286.685,Shake
-1.999,1.056,-1.077,286.685,286.685,286.685,Shake
-1.999,0.522,0.883,282.765,286.685,286.685,Shake
-1.999,-0.308,1.872,5.845,-150.929,-12.565,Shake
-1.999,0.055,0.364,-248.789,-286.685,-285.337,Shake
-1.999,0.221,0.173,-282.538,-286.685,-286.685,Shake
-1.008,0.505,-0.071,-286.685,-286.685,-286.685,Shake
-0.504,0.574,-1.261,-286.685,-286.685,-211.435,Shake
-0.675,-0.182,-1.997,-210.193,-222.372,-43.155,Shake
-0.585,0.138,-1.997,118.755,155.505,103.049,Shake
-0.641,0.390,-1.929,273.779,286.685,226.616,Shake
-0.814,0.531,-1.881,286.685,286.685,283.491,Shake
-1.363,0.854,-1.241,286.685,286.685,286.685,Shake
-1.999,0.910,-0.042,286.685,286.685,286.685,Shake
-1.999,0.341,0.995,266.866,286.685,228.471,Shake
-1.999,-0.082,1.326,-12.224,-189.315,-28.052,Shake
-1.999,0.093,0.583,-158.401,-286.685,-241.045,Shake
-1.316,0.090,0.409,-275.765,-286.685,-286.676,Shake
-0.746,0.269,-0.099,-286.685,-286.685,-227.202,Shake
-0.906,0.327,-0.741,-286.685,-286.685,-129.238,Shake
-0.641,-0.088,-1.997,-269.378,-233.835,-78.033,Shake
-0.846,-0.026,-1.997,63.884,45.264,77.158,Shake
-1.201,0.299,-1.997,264.556,286.685,179.209,Shake
-1.445,0.746,-1.904,286.685,286.685,233.301,Shake
-1.742,1.187,-1.006,286.685,286.685,277.270,Shake
-1.999,1.088,0.856,286.685,286.685,286.685,Shake
-1.999,-0.108,1.999,130.646,182.753,67.988,Shake
-1.999,0.266,1.463,-230.913,-286.685,-218.995,Shake
-1.999,0.173,0.781,-286.685,-286.685,-237.440,Shake
-1.350,0.438,0.051,-286.685,-286.685,-225.417,Shake
-0.747,0.938,-1.291,-286.685,-286.685,-149.695,Shake
-0.636,0.342,-1.997,-217.280,-270.462,34.536,Shake
-1.297,0.589,-1.997,143.167,238.595,183.400,Shake
-1.679,0.746,-1.997,286.484,286.685,250.084,Shake
-1.352,1.601,-1.766,286.685,286.685,282.188,Shake
-1.999,1.997,0.109,286.685,286.685,286.685,Shake
-1.999,0.638,1.999,286.545,286.624,253.645,Shake
-1.999,0.042,1.999,-112.271,-285.372,-268.196,Shake
-1.995,0.427,1.388,-285.950,-286.685,-286.685,Shake
-1.136,0.558,0.540,-286.685,-286.685,-274.636,Shake
-0.700,1.155,-0.352,-286.685,-286.685,-172.051,Shake
-1.278,1.173,-1.997,-286.685,-286.685,9.879,Shake
-1.760,0.794,-1.997,-135.879,-16.940,108.141,Shake
-1.999,0.642,-1.997,144.261,238.639,94.728,Shake
-1.335,0.915,-1.997,286.685,286.685,93.914,Shake
-0.983,1.845,-0.577,286.685,286.685,208.766,Shake
-1.999,1.708,1.954,286.685,286.685,286.685,Shake
-1.999,0.084,1.999,253.242,286.685,214.891,Shake
-1.999,0.363,1.999,-208.128,-281.995,-281.295,Shake
-1.312,0.844,0.866,-286.685,-286.685,-286.676,Shake
-1.116,1.165,-0.305,-286.685,-286.685,-149.520,Shake
-1.551,1.559,-1.997,-286.685,-286.685,-63.236,Shake
-1.999,1.133,-1.997,-286.212,-286.685,-21.516,Shake
-1.999,0.785,-1.997,-16.196,-56.018,-45.132,Shake
-1.803,0.788,-1.997,286.090,146.326,-96.285,Shake
0.148,1.439,-1.127,286.685,286.685,-52.885,Shake
-0.563,1.997,0.083,286.685,286.685,174.405,Shake
-1.999,1.947,1.491,286.685,286.685,286.685,Shake
-1.999,0.183,1.999,89.425,229.696,-10.684,Shake
-1.999,0.610,0.981,-274.566,-286.685,-286.685,Shake
-1.857,0.516,0.594,-286.685,-286.685,-243.950,Shake
-1.999,0.705,0.029,-286.685,-286.685,-190.759,Shake
-1.999,1.351,-0.640,-286.685,-286.685,-223.659,Shake
-1.954,1.995,-1.492,-286.685,-182.744,-257.871,Shake
-1.656,0.297,-1.997,-207.874,-238.962,-241.509,Shake
-0.342,0.584,-1.981,252.910,60.917,-183.435,Shake
0.273,0.632,-0.978,286.685,259.315,-44.511,Shake
0.527,0.353,-1.391,286.685,286.685,225.960,Shake
-0.664,1.588,-1.409,286.685,286.685,286.685,Shake
-1.999,1.997,-1.406,286.685,286.685,286.685,Shake
-1.999,1.094,0.323,90.527,286.685,286.685,Shake
-1.999,0.969,-1.114,-146.396,-282.669,-277.856,Shake
-1.451,0.790,-1.997,-213.378,-263.043,-286.685,Shake
-0.560,0.659,-1.798,244.886,216.851,-286.685,Shake
-0.363,0.709,-1.051,273.087,286.685,-286.685,Shake
0.659,0.906,-1.442,286.685,279.510,-286.685,Shake
1.351,1.162,-1.243,286.685,39.069,-286.685,Shake
1.998,1.740,0.151,286.685,-224.779,-282.721,Shake
1.998,0.984,1.999,286.685,-81.200,33.408,Shake
1.818,0.027,1.999,-69.160,-165.812,277.060,Shake
-1.197,1.536,1.999,-286.685,89.512,286.685,Shake
-1.970,1.796,1.461,-286.685,-42.149,165.270,Shake
-1.690,1.997,0.344,-286.685,-87.771,101.080,Shake
-0.434,1.997,-1.983,-286.685,198.205,90.466,Shake
-0.554,1.997,-1.997,-286.685,271.626,-26.128,Shake
1.848,1.997,-1.997,124.259,-242.235,-283.579,Shake
1.998,1.860,-1.997,285.793,57.015,0.928,Shake
0.013,1.416,-1.997,286.685,19.827,96.259,Shake
-0.744,1.847,-1.986,286.685,-205.984,-29.540,Shake
0.217,1.997,-0.641,286.685,-286.685,-196.534,Shake
1.998,1.997,1.511,286.685,-286.685,-280.823,Shake
1.998,1.786,1.999,286.685,-286.685,-143.798,Shake
1.998,0.784,1.999,14.394,52.430,124.399,Shake
1.526,1.452,1.999,-286.685,286.309,260.190,Shake
0.241,1.988,1.585,-286.685,286.475,286.685,Shake
-0.826,1.997,0.085,-286.685,286.633,279.764,Shake
0.726,1.997,-1.601,-286.685,286.685,108.360,Shake
1.998,1.997,-1.997,-286.685,286.685,-183.059,Shake
1.998,1.997,-1.997,-20.921,-220.587,-97.606,Shake
1.998,1.997,-1.997,285.696,-241.841,-4.795,Shake
1.886,1.650,-1.997,229.723,17.780,265.510,Shake
-0.903,1.628,-1.997,286.685,-232.557,286.685,Shake
-1.726,1.997,-1.977,286.685,-286.685,103.442,Shake
0.296,1.997,-0.454,286.685,-286.685,-136.727,Shake
1.998,1.997,1.999,286.685,-286.685,-221.515,Shake
1.998,1.544,1.999,286.685,-286.685,-86.363,Shake
1.998,1.404,1.999,-169.584,136.465,133.726,Shake
1.998,1.400,1.999,-286.685,286.685,286.685,Shake
0.190,1.768,1.600,-286.685,286.685,286.685,Shake
-0.696,1.997,0.036,-286.685,286.685,286.685,Shake
1.980,1.997,-1.997,-286.685,286.685,124.530,Shake
1.998,1.997,-1.997,-286.685,286.685,-68.110,Shake
1.998,1.997,-1.997,-97.965,-140.184,-156.152,Shake
1.998,1.962,-1.902,286.685,-166.259,2.739,Shake
1.721,1.207,-1.997,247.555,7.140,270.594,Shake
-0.211,1.354,-1.997,286.685,-260.391,286.685,Shake
-0.946,1.997,-1.865,286.685,-286.685,112.026,Shake
1.550,1.997,0.199,286.685,-286.685,-198.581,Shake
1.998,1.997,1.984,286.685,-286.685,-242.541,Shake
1.998,1.542,1.999,278.075,-286.685,-64.741,Shake
1.998,1.250,1.999,-149.896,96.749,105.385,Shake
1.887,1.163,1.963,-286.685,286.685,285.670,Shake
0.506,1.808,1.158,-286.685,286.685,286.685,Shake
0.895,1.997,-0.622,-286.685,286.685,284.987,Shake
1.998,1.997,-1.997,-286.685,286.685,94.238,Shake
1.998,1.729,-1.997,-286.676,256.016,-111.860,Shake
1.998,1.997,-1.997,262.168,-286.685,39.804,Shake
1.998,1.603,-1.997,286.685,-220.334,160.598,Shake
0.202,1.201,-1.997,286.685,-146.598,269.491,Shake
-1.911,1.801,-1.997,286.685,-286.685,162.750,Shake
0.680,1.997,0.055,286.685,-286.685,-218.671,Shake
1.998,1.997,1.999,286.685,-286.685,-148.146,Shake
1.690,0.849,1.999,111.335,-120.452,85.365,Shake
1.711,1.619,1.999,-286.685,286.685,85.855,Shake
0.188,1.968,1.432,-286.685,249.445,165.375,Shake
-0.775,1.997,0.065,-286.685,134.251,177.091,Shake
0.503,1.997,-1.840,-286.685,286.685,76.685,Shake
1.998,1.997,-1.997,-286.685,286.685,-177.214,Shake
1.998,1.997,-1.997,159.871,-259.315,-79.529,Shake
1.998,1.997,-1.997,286.685,-199.964,36.146,Shake
1.390,1.744,-1.997,286.685,-6.309,281.837,Shake
-1.151,1.965,-1.997,286.685,-285.565,282.161,Shake
-0.736,1.997,-0.814,286.685,-286.685,-29.339,Shake
1.985,1.997,1.999,286.685,-286.685,-284.611,Shake
1.998,1.896,1.999,286.685,-286.685,-103.486,Shake
1.998,1.736,1.999,-176.925,59.054,129.885,Shake
1.486,1.869,1.999,-286.685,286.685,235.926,Shake
0.498,1.997,1.798,-286.685,286.685,264.723,Shake
-0.498,1.997,-0.370,-286.685,286.685,235.051,Shake
1.988,1.997,-1.997,-286.685,286.685,8.391,Shake
1.998,1.997,-1.997,-286.685,275.082,-195.055,Shake
1.998,1.997,-1.997,277.200,-286.685,-7.481,Shake
1.998,1.997,-1.997,286.685,-153.387,146.169,Shake
0.265,1.751,-1.997,286.685,-128.126,286.685,Shake
-1.938,1.997,-1.997,286.685,-286.685,210.131,Shake
0.944,1.997,-0.274,286.685,-286.685,-230.501,Shake
1.998,1.997,1.736,286.685,-286.685,-286.580,Shake
1.998,1.997,1.999,286.685,-286.685,-133.936,Shake
1.998,1.997,1.999,-236.040,172.471,177.599,Shake
1.977,1.997,1.972,-286.685,286.685,286.685,Shake
0.786,1.997,1.474,-286.685,280.954,286.685,Shake
-0.613,1.997,0.080,-286.685,286.685,286.685,Shake
1.998,1.997,-1.997,-286.685,286.685,198.844,Shake
1.998,1.997,-1.997,-286.685,286.685,-187.005,Shake
1.998,1.997,-1.997,141.732,-251.685,-121.844,Shake
1.998,1.997,-1.483,286.685,35.035,178.631,Shake
0.841,1.997,-1.997,282.957,65.152,286.685,Shake
-1.999,1.997,-1.997,286.685,-286.650,286.685,Shake
-0.900,1.997,1.141,286.685,-286.685,-88.165,Shake
1.998,1.997,1.999,286.685,-286.685,-130.865,Shake
1.763,1.840,1.999,-15.619,-2.065,156.879,Shake
1.965,1.997,1.999,-286.685,286.685,141.111,Shake
-0.042,1.997,1.246,-286.685,286.685,174.650,Shake
-1.339,1.997,-0.717,-286.685,286.685,63.455,Shake
1.975,1.997,-1.959,-286.685,286.685,-241.631,Shake
1.998,1.997,-1.997,-233.432,13.641,-216.134,Shake
1.998,1.997,-1.997,286.685,-249.620,25.681,Shake
1.998,1.997,-1.997,286.685,-25.541,268.371,Shake
-1.752,1.997,-1.997,286.685,-199.885,286.685,Shake
-1.867,1.997,-1.623,286.685,-286.685,69.702,Shake
1.855,1.997,1.616,286.685,-286.685,-285.513,Shake
1.998,1.997,1.999,286.685,-286.606,-95.646,Shake
1.998,1.997,1.999,-285.250,279.003,144.961,Shake
